lidarPos ; odometryPos ; filteredPos ; opponentPos ; opponentFilteredPos ; measuredOmega ; filteredOmega ; wheelSpeeds ; measuredSpeed ; filteredMeasuredSpeed
0.000000 0.000000 0.000000 ; 0.000757 0.420603 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.840452 ; 0.000000 ; 6.868016 6.828187 6.877986 7.156897 ; 0.001439 0.208380 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.000813 0.425679 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.523962 ; 0.000000 ; 7.122054 7.007498 6.922801 7.117068 ; 0.002360 0.211456 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.000868 0.430833 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.174694 ; 0.000000 ; 6.813231 7.017414 6.748475 6.668817 ; 0.002287 0.214799 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.000810 0.436564 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.272907 ; 0.000000 ; 6.633919 6.778387 6.190708 6.280337 ; -0.002102 0.207772 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.000792 0.445267 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.513036 ; 0.000000 ; 6.658846 6.310194 6.952713 7.141941 ; -0.000406 0.197367 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.000968 0.454374 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.349388 ; 0.000000 ; 6.843143 6.280337 6.619018 6.464633 ; 0.003983 0.206367 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001118 0.464301 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -1.571766 ; 0.000000 ; 6.200624 6.619018 6.753460 6.823201 ; 0.003024 0.199836 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.000988 0.474453 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.069776 ; 0.000000 ; 6.947728 6.624003 6.758446 6.678788 ; -0.002582 0.201278 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001079 0.484820 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.884036 ; 0.000000 ; 6.808245 6.992542 6.454663 6.444692 ; 0.001807 0.205950 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001007 0.495070 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.382046 ; 0.000000 ; 7.017414 6.882972 6.683774 6.599076 ; -0.001439 0.203595 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001023 0.504337 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.480258 ; 0.000000 ; 6.897928 6.643890 6.748475 6.882972 ; 0.000368 0.207279 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001150 0.513468 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.261981 ; 0.000000 ; 8.162969 7.570250 8.267554 8.048414 ; 0.002877 0.207203 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001264 0.523584 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -1.779237 ; 0.000000 ; 8.461767 9.139129 9.273571 9.233743 ; 0.002766 0.244383 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001055 0.534433 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.397192 ; 0.000000 ; 10.299585 10.229844 10.085376 10.015689 ; -0.005311 0.275334 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001055 0.546863 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.305564 ; 0.000000 ; 11.320559 11.275745 11.320559 11.569557 ; 0.000000 0.309818 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001165 0.564306 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.447481 ; 0.000000 ; 11.883366 11.440100 12.630414 12.919296 ; 0.002176 0.346845 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001437 0.583028 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.338342 ; 0.000000 ; 12.605487 12.187149 13.238035 13.506975 ; 0.005422 0.372670 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001692 0.602762 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.327416 ; 0.000000 ; 13.402390 13.870528 13.805827 13.940270 ; 0.005089 0.392987 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001568 0.623832 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.320590 ; 0.000000 ; 14.149439 14.268980 14.134537 13.785886 ; -0.002471 0.419534 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001394 0.645435 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.502110 ; 0.000000 ; 14.871615 14.034884 14.473164 14.438320 ; -0.003467 0.429598 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001691 0.667467 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -1.910108 ; 0.000000 ; 14.727202 14.871615 13.925313 14.268980 ; 0.005938 0.440877 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001756 0.686941 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.069655 ; 0.000000 ; 14.602676 14.388521 14.308809 14.423364 ; 0.001475 0.440687 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001864 0.706468 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.218277 ; 0.000000 ; 14.552876 14.438320 14.727202 14.572818 ; 0.002434 0.440155 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001849 0.728397 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.589397 ; 0.000000 ; 14.971214 14.712246 15.100726 14.762045 ; -0.000295 0.444485 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001820 0.751212 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -1.309785 ; 0.000000 ; 14.219180 14.069782 14.373565 14.199239 ; -0.000590 0.454055 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001810 0.773182 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.709462 ; 0.000000 ; 14.393506 14.343707 14.318780 14.273965 ; -0.000185 0.433585 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001812 0.795184 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.207352 ; 0.000000 ; 13.910412 14.627603 14.348692 14.662446 ; 0.000037 0.437155 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001662 0.817292 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 2.259376 ; 0.000000 ; 13.442219 14.234137 14.084683 13.915397 ; -0.002987 0.438827 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001303 0.838713 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.364534 ; 0.000000 ; 14.433335 14.438320 14.089669 13.845656 ; -0.007118 0.424547 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001210 0.860518 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.523842 ; 0.000000 ; 14.000040 14.109610 13.472132 13.601589 ; -0.001844 0.433167 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001217 0.882155 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.523842 ; 0.000000 ; 13.706173 13.701188 13.626516 13.521931 ; 0.000147 0.420787 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001183 0.901249 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.240129 ; 0.000000 ; 13.621530 13.736086 12.814711 13.467146 ; -0.000738 0.416002 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001363 0.919724 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.680904 ; 0.000000 ; 13.870528 13.601589 13.915397 13.711159 ; 0.003983 0.409014 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001386 0.939948 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -1.036998 ; 0.000000 ; 13.228064 13.208123 13.497004 13.332649 ; 0.000479 0.420141 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001333 0.960372 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.403897 ; 0.000000 ; 13.492019 13.058724 13.397405 13.193221 ; -0.001069 0.406165 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001418 0.980725 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -1.397072 ; 0.000000 ; 12.774828 13.008924 13.452190 13.447204 ; 0.001697 0.405216 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001329 1.000896 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.502110 ; 0.000000 ; 13.571731 13.068695 12.944168 12.944168 ; -0.001770 0.401722 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001516 1.021024 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -1.102433 ; 0.000000 ; 14.383535 15.309895 14.632533 14.542905 ; 0.003725 0.400545 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001134 1.043830 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.833747 ; 0.000000 ; 15.484221 15.778088 15.180384 15.643591 ; -0.007523 0.448890 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001197 1.067665 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.659173 ; 0.000000 ; 17.526224 17.521238 17.112816 16.898661 ; 0.001254 0.473423 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001119 1.094228 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.480258 ; 0.000000 ; 17.690579 17.292127 18.064103 18.253331 ; -0.001549 0.526592 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001338 1.121594 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.458527 ; 0.000000 ; 19.309203 19.070121 18.432642 18.487427 ; 0.004352 0.543681 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001448 1.150616 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.403897 ; 0.000000 ; 19.717625 20.170807 19.010405 19.513386 ; 0.002176 0.574177 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001467 1.180721 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 2.095487 ; 0.000000 ; 20.026393 20.026393 19.523357 19.075106 ; 0.000369 0.597913 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001299 1.210929 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.982368 ; 0.000000 ; 20.693785 20.504502 20.753555 20.559287 ; -0.003319 0.599735 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001298 1.242674 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.840572 ; 0.000000 ; 20.539400 20.275391 20.454703 20.658887 ; -0.000037 0.629168 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001473 1.274330 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.131111 ; 0.000000 ; 21.147021 20.997568 20.325246 20.479630 ; 0.003467 0.624724 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001586 1.306178 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.010806 ; 0.000000 ; 21.580316 21.480662 21.032466 21.037451 ; 0.002250 0.632510 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001626 1.338868 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.207472 ; 0.000000 ; 20.887998 20.883012 20.932812 21.659973 ; 0.000775 0.649144 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001901 1.371578 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.582691 ; 0.000000 ; 21.231664 21.062324 20.892983 20.803355 ; 0.005422 0.643295 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001931 1.403755 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.567545 ; 0.000000 ; 21.391034 21.311376 21.336249 21.450804 ; 0.000590 0.640447 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002003 1.436499 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.076481 ; 0.000000 ; 20.539400 20.559287 20.848169 20.987597 ; 0.001438 0.651879 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002048 1.468265 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.349148 ; 0.000000 ; 21.102152 21.067309 20.813326 20.818311 ; 0.000885 0.632396 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002062 1.500529 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.065435 ; 0.000000 ; 21.346220 21.142036 20.818311 20.773442 ; 0.000295 0.639004 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002122 1.532771 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.545814 ; 0.000000 ; 22.018596 21.904041 21.834299 22.750689 ; 0.001180 0.641131 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002505 1.566666 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.757265 ; 0.000000 ; 23.004727 22.810459 22.750689 22.491720 ; 0.007634 0.674893 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002481 1.601549 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.993294 ; 0.000000 ; 23.627249 23.696990 23.139169 23.333437 ; -0.000479 0.694337 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002527 1.637463 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.578591 ; 0.000000 ; 24.015730 23.975901 24.339454 24.284669 ; 0.000922 0.715224 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002522 1.674565 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.207352 ; 0.000000 ; 24.389254 24.598478 24.872403 25.171201 ; -0.000111 0.736719 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002555 1.712571 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.113359 ; 0.000000 ; 25.370399 25.494925 25.026787 25.295727 ; 0.000663 0.755139 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002609 1.751414 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.862304 ; 0.000000 ; 26.117502 26.266901 25.599510 25.544725 ; 0.001069 0.771583 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002532 1.791878 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.207352 ; 0.000000 ; 26.520885 26.466100 25.305698 25.863464 ; -0.001512 0.789432 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002761 1.832088 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 1.102313 ; 0.000000 ; 26.296814 25.689193 26.251945 26.401399 ; 0.004536 0.794217 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.003044 1.872281 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -1.004100 ; 0.000000 ; 26.640426 26.555783 26.540826 26.715152 ; 0.005606 0.797901 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.003140 1.913158 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.196546 ; 0.000000 ; 27.487128 27.302831 27.153433 27.531942 ; 0.001918 0.811725 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.003330 1.951100 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.425629 ; 0.000000 ; 26.421285 26.540826 27.018935 27.063804 ; 0.004168 0.834777 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.003305 1.987063 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.360314 ; 0.000000 ; 27.277959 27.208218 26.585641 27.013950 ; -0.000553 0.816244 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.003479 2.025962 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.785823 ; 0.000000 ; 27.606669 27.302831 26.904380 27.213203 ; 0.003688 0.824181 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.003690 2.064494 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.010926 ; 0.000000 ; 17.018202 21.470746 0.811805 -0.393411 ; 0.004537 0.831359 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.001748 2.078242 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 7.116709 ; 0.000000 ; 9.906119 3.735298 2.888650 2.838851 ; -0.041896 0.296678 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.003851 2.085093 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -13.632854 ; 0.000000 ; 3.197419 4.990368 5.264293 3.760225 ; 0.045327 0.147693 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002768 2.090912 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.633101 ; 0.000000 ; 0.164355 1.120573 -0.931345 -0.916389 ; -0.024415 0.131248 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002515 2.090756 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 2.128385 ; 0.000000 ; -1.892549 -2.022061 -3.336901 -3.062976 ; -0.006970 -0.004292 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002624 2.087897 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.316490 ; 0.000000 ; -4.342919 -4.601942 -3.456387 -3.461373 ; 0.002987 -0.078651 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002679 2.084320 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.578591 ; 0.000000 ; -4.845955 -4.895755 -4.118793 -4.467445 ; 0.001881 -0.120956 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002630 2.081221 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.873230 ; 0.000000 ; -4.442518 -4.427616 -4.009223 -4.477416 ; -0.002213 -0.139755 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002551 2.078287 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.993414 ; 0.000000 ; -3.446471 -3.899653 -3.013177 -3.740283 ; -0.003577 -0.132350 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002506 2.075895 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -2.586672 ; 0.000000 ; -3.157590 -3.620743 -2.599769 -3.237247 ; -0.002028 -0.107513 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002477 2.073762 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -2.412098 ; 0.000000 ; -2.838851 -2.963322 -2.669510 -2.898621 ; -0.001291 -0.096195 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002460 2.071839 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.774897 ; 0.000000 ; -1.688365 -1.782979 -2.017075 -2.007104 ; -0.000775 -0.086701 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002477 2.070572 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.185500 ; 0.000000 ; -1.723208 -1.309855 -1.479196 -1.464239 ; 0.000774 -0.057155 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002411 2.069559 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.938665 ; 0.000000 ; -0.692264 -0.796848 -0.577708 -0.393411 ; -0.002950 -0.045572 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002459 2.069143 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.174694 ; 0.000000 ; -0.009916 0.004931 0.004931 0.000000 ; 0.002139 -0.018760 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002456 2.069143 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.021732 ; 0.000000 ; 0.000000 0.258969 0.567737 0.567737 ; -0.000146 -0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002413 2.069379 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.567545 ; 0.000000 ; 0.537879 0.328710 0.762005 0.771921 ; -0.001918 0.010633 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002449 2.069785 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.436675 ; 0.000000 ; 0.657420 0.592664 0.702235 0.727107 ; 0.001622 0.018305 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002464 2.070238 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; -0.087407 ; 0.000000 ; 0.537879 0.632493 0.592664 0.637479 ; 0.000664 0.020431 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002456 2.070644 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.305564 ; 0.000000 ; 0.219140 0.323725 0.149399 0.144413 ; -0.000369 0.018305 ; 0.000000 0.000000 ; 0.000000 0.000000
0.000000 0.000000 0.000000 ; 0.002438 2.070785 0.000000 ; 0.000000 0.000000 0.000000 ; 0.000000 0.000000 ; 0.000000 0.000000 ; 0.218277 ; 0.000000 ; 0.034843 0.059716 0.000000 0.000000 ; -0.000811 0.006380 ; 0.000000 0.000000 ; 0.000000 0.000000
