0.307617,3.076
0.686646,3.072
1.01074,3.068
1.34033,3.068
1.66992,3.064
1.98303,3.06
2.30713,3.056
2.63672,3.056
2.91687,0
3.33984,2.592
3.57056,0
3.90015,0
4.32312,2.576
4.65271,2.576
4.96582,2.572
5.29541,2.564
5.625,2.572
5.9491,2.576
6.27869,2.572
6.60828,2.576
6.92139,2.58
7.24548,2.58
7.57507,2.58
7.90466,2.584
8.23425,2.588
8.55835,2.588
8.88794,2.584
9.20105,2.584
9.53064,2.596
9.85474,2.596
10.1843,2.6
10.5139,2.604
10.8435,2.608
11.1676,2.616
11.4972,2.608
11.8268,2.604
12.1509,2.616
12.464,2.62
12.7936,2.616
13.1232,2.616
13.4528,2.616
13.7769,2.62
14.1064,2.624
14.436,2.624
14.7656,2.628
15.0897,2.632
15.4028,2.628
15.7324,2.632
16.062,2.648
16.3861,2.652
16.7157,2.648
17.0453,2.652
17.3749,2.656
17.699,2.66
18.0286,2.668
18.3582,2.672
18.6713,2.68
18.9954,2.68
19.325,2.676
19.6545,2.672
19.9841,2.676
20.3082,2.688
20.6378,2.692
20.9674,2.696
21.2915,2.708
21.6046,2.712
21.9342,2.716
22.2638,2.72
22.5934,2.724
22.9175,2.732
23.1866,2.744
23.5107,2.744
23.8403,2.748
24.1699,2.756
24.4995,2.756
24.8236,2.76
25.1532,2.764
25.4828,2.772
25.8124,2.78
26.12,2.784
26.4496,2.788
26.7792,2.792
27.1088,2.8
27.4329,2.808
27.7625,2.816
28.092,2.824
28.4216,2.832
28.7457,2.828
29.0588,2.836
29.3335,0
29.718,2.864
29.9982,3.184
30.3113,3.188
30.6354,3.2
30.965,3.208
31.2946,3.216
31.6241,3.22
31.9482,3.224
32.2778,3.228
32.6074,3.24
32.937,3.248
33.2611,3.256
33.5742,3.264
33.9038,3.276
34.2334,3.292
34.5575,3.312
34.8761,0
35.2002,0
35.4364,4.256
35.8539,0
36.178,0
36.8317,0
37.0734,1.42
37.1613,0
37.8094,0
38.0621,1.426
38.139,0
38.4631,0
38.7872,0
39.1168,0
39.4409,0
39.765,0
40.0946,0
40.4187,0
40.7428,0
41.0724,0
41.3965,0
41.7261,0
42.0502,0
42.3743,0
42.7039,0
43.028,0
43.3521,0
43.6816,0
43.808,7.856
44.1376,7.888
44.6594,0
44.8901,4.424
45.2142,4.424
45.6372,0
45.9613,0
46.2634,3.936
46.615,0
46.9391,0
47.1863,4.208
47.5104,4.16
47.9169,0
48.1531,4.144
48.8232,2.176
49.1528,2.156
49.4659,2.14
49.5483,0
49.8779,0
50.202,0
50.4492,4.488
50.7623,4.504
51.0919,4.512
51.4215,4.536
51.7456,4.552
52.0752,4.576
52.4872,0
52.8113,0
53.1079,3.776
53.465,0
53.7891,0
54.1132,0
54.4427,0
54.7668,0
55.2942,2.256
55.4205,0
55.7446,0
56.0742,0
56.5906,2.256
56.9202,2.248
57.2498,2.244
57.5739,2.24
57.9034,2.236
58.277,2.228
58.6066,2.232
58.8867,2.24
59.1998,2.256
59.3317,0
59.6613,0
59.9854,0
60.3094,0
60.639,0
60.9631,0
61.2872,0
61.6168,0
61.9409,0
62.265,0
62.5946,0
62.9187,0
63.2428,0
63.5724,0
63.8965,0
64.2261,0
64.5502,0
64.8743,0
65.2039,0
65.528,0
65.8521,0
66.2146,3.24
66.5442,3.236
66.8738,3.224
67.1979,3.216
67.5275,3.208
67.8571,3.2
68.1702,3.192
68.4998,3.184
68.8239,3.18
69.1534,3.18
69.483,3.172
69.8071,3.16
70.1367,3.148
70.4663,3.148
70.7959,3.14
71.109,3.132
71.4331,3.128
71.7627,3.124
72.0923,3.12
72.4219,3.116
72.746,3.108
73.0756,3.104
73.3887,3.1
73.7183,3.088
74.0424,3.08
74.3719,3.08
74.7015,3.08
75.0751,3.072
75.4047,3.064
75.7343,3.06
76.0583,3.056
76.3879,3.052
76.701,3.036
77.0306,3.008
77.2668,0
77.6843,3.004
77.9205,0
78.2446,0
78.5742,0
78.8983,0
79.2224,0
79.552,0
79.8761,0
80.2002,0
80.2167,16.088
80.8539,0
81.178,0
81.5076,0
81.8317,0
82.1613,0
82.2327,10.968
82.5623,10.968
83.139,0
83.2159,10.952
83.7872,0
84.1168,0
84.4409,0
84.765,0
85.0946,0
85.4187,0
85.7428,0
86.0724,0
86.9843,1.412
87.3083,1.402
87.6379,1.394
87.951,1.386
88.2806,1.38
88.6047,1.374
88.9343,1.368
89.3079,1.364
89.6375,1.36
89.967,1.356
90.2966,1.352
90.6207,1.348
90.9503,1.346
91.2634,1.344
91.593,1.342
91.9171,1.34
92.2467,1.338
92.5763,1.338
92.5928,0
92.9059,1.34
92.9169,0
93.5706,0
93.8727,1.342
93.9001,0
94.2242,0
94.5154,3.536
94.8779,0
95.2185,3.5
95.5426,3.276
95.8722,3.268
96.1853,3.26
96.5149,3.264
96.8335,0
97.1686,3.14
97.4982,3.112
97.8278,3.084
98.2013,3.064
98.5309,3.052
98.855,3.04
99.1846,3.036
99.4977,3.008
99.8273,2.952
100.151,2.92
100.481,2.912
100.811,2.908
101.14,2.916
101.448,2.948
101.777,2.964
102.107,2.964
102.437,2.972
102.761,2.94
103.09,2.896
103.42,2.9
103.678,0
104.073,2.904
104.403,3.044
104.661,0
105.046,2.804
105.37,2.784
105.699,2.744
106.089,2.712
106.419,2.7
106.732,2.684
107.062,2.68
107.386,2.688
107.715,2.696
108.045,2.708
108.375,2.72
108.572,0
108.968,2.736
109.402,2.348
109.731,2.316
110.061,2.276
110.391,2.244
110.764,2.212
111.094,2.18
111.418,2.148
111.747,2.112
112.077,2.084
112.401,2.056
112.797,2.028
113.104,2
113.434,1.972
113.763,1.944
114.093,1.924
114.115,0
114.439,0
114.769,0
115.093,0
115.499,2.932
115.823,2.928
116.153,2.92
116.483,2.92
116.812,2.916
117.136,2.912
117.466,2.908
117.795,2.904
118.125,2.9
118.433,2.9
118.762,2.896
119.092,2.892
119.421,2.888
119.745,2.888
119.987,0
120.311,0
122.355,0.658
122.684,0.652
122.997,0.648
123.387,0.646
123.717,0.642
124.047,0.64
124.371,0.64
124.7,0.638
125.03,0.636
125.343,0.636
125.667,0.636
125.997,0.636
126.326,0.638
126.656,0.636
126.98,0.636
127.31,0.638
127.639,0.638
127.969,0.638
128.293,0.638
128.606,0.638
128.936,0.64
129.265,0.64
129.589,0.636
129.919,0.636
130.248,0.642
130.578,0.642
130.902,0.634
131.072,0
131.232,0.636
131.561,0.636
131.885,0.634
132.198,0.634
132.528,0.64
133.248,0.624
133.577,0.622
133.901,0.618
134.214,0.62
134.544,0.626
134.874,0.624
134.984,0
135.198,0.618
135.527,0.618
135.857,0.62
136.187,0.628
136.45,0.634
137.109,0.632
137.543,0.6
137.917,0.598
138.186,0.6
138.516,0.602
138.571,0
138.84,0.61
139.109,0.618
139.433,0.622
139.763,0.624
140.092,0.622
140.795,0.6
141.125,0.6
141.449,0.6
141.779,0.602
142.092,0.604
142.421,0.602
142.745,0.6
143.135,0.596
143.448,0.588
143.839,0.58
144.168,0.574
144.498,0.576
144.811,0.58
145.14,0.578
145.464,0.584
145.734,0.596
146.058,0.598
146.387,0.598
146.398,0
146.651,0.606
146.722,0
146.981,0.614
147.052,0
147.25,0.616
147.574,0.618
147.7,0
147.903,0.62
148.354,0
148.678,0
148.81,0.746
149.464,0.756
150.062,0.97
150.37,0.974
150.699,0.98
150.98,0.996
151.293,1.01
151.622,1.016
151.952,1.02
152.216,1.034
152.265,0
152.545,1.044
152.595,0
152.875,1.052
152.919,0
153.243,0
153.572,0
153.896,0
154.226,0
154.984,1.706
155.204,0
155.292,1.71
155.528,0
156.281,1.712
156.434,2.11
156.764,2.116
157.094,2.124
157.418,2.128
157.731,2.136
158.06,2.144
158.39,2.152
158.714,2.164
159.044,2.172
159.115,0
159.439,0
160.01,2.172
161.356,0.836
161.669,0.836
161.999,0.836
162.323,0.83
162.653,0.824
162.982,0.824
163.312,0.824
163.625,0.826
163.949,0.826
164.279,0.826
164.608,0.828
164.932,0.83
164.987,0
165.262,0.834
165.311,0
165.591,0.84
165.855,0.85
165.965,0
166.289,0
166.613,0
166.827,0.872
166.943,0
167.267,0
167.844,2.068
168.168,2.052
168.547,2.042
168.871,2.032
169.2,2.016
169.53,2.002
169.854,1.99
170.184,1.978
170.513,1.964
170.826,1.952
170.854,0
171.178,0
171.832,0
172.029,1.532
172.161,0
172.842,1.888
173.139,0
173.167,1.876
173.787,0
173.826,1.864
175.375,0.842
175.699,0.842
176.028,0.842
176.358,0.844
176.682,0.844
176.995,0.844
177.325,0.844
177.654,0.844
177.984,0.844
178.308,0.844
178.638,0.846
178.967,0.846
179.297,0.846
179.561,0.848
179.89,0.848
180.214,0.848
180.544,0.848
180.857,0.85
181.187,0.85
181.511,0.852
181.84,0.852
